participant,session,date,expName,psychopyVersion,OS,frameRate,exp.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,condition,context,Q_cc,list,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty,explanation_enter.text,age_enter.text,gender_slider.response,lang_enter.text
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,,,,,,,,,,,,,,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,,,,,,,,,,,,,,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,,,,,,,,,,,,,,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,,,,,,,,,,,,,,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,0.793518519,0,0,0,0,1,not-at-issue,"I'm so upset! We all know where Sue's boyfriend Tom is every Monday, only Sue doesn't. But lately she seems to be angry with Tom, that bastard.",about where Tom is every Monday,1,1,,,,,,,,,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,,,,,,,,,,,,,,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,not-at-issue,"I'm so upset! We all know where Sue's boyfriend Tom is every Monday, only Sue doesn't. But lately she seems to be angry with Tom, that bastard. Maybe she discovered that he's at Mary's every Monday.",,1,2,1,0,0,0,0,1,Is the girl certain that Tom is at Mary's every Monday?,,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,,,,,,,,,,,,,,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,,,,,,,,,,,,,Because the speaker asserted that they (and everybody else) knew where Tom was and didn't expand on it. It would make sense to say more about the topic,,,
527115,001,2023-07-13_10h32.57.999,pilot1,2022.2.5,Win32,59.70149254,,,,,,,,,,,,,,,,,,,,29,2,English
