participant,session,date,expName,psychopyVersion,OS,frameRate,exp.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,condition,context,Q_cc,list,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty,explanation_enter.text,age_enter.text,gender_slider.response,lang_enter.text
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,,,,,,,,,,,,,,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,,,,,,,,,,,,,,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,,,,,,,,,,,,,,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,,,,,,,,,,,,,,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,0.815336463,0,0,0,0,1,not-at-issue,"I'm so upset! We all know where Sue's boyfriend Tom is every Monday, only Sue doesn't. But lately she seems to be angry with Tom, that bastard.",about where Tom is every Monday,1,1,,,,,,,,,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,,,,,,,,,,,,,,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,not-at-issue,"I'm so upset! We all know where Sue's boyfriend Tom is every Monday, only Sue doesn't. But lately she seems to be angry with Tom, that bastard. Maybe she discovered that he's at Mary's every Monday.",,1,2,0.388888889,0,0,0,0,1,Is the girl certain that Tom is at Mary's every Monday?,,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,,,,,,,,,,,,,,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,,,,,,,,,,,,,She's been wondering where Tom is and it's angry about that. So it's likely that the next sentence will keep talking about that.,,,
391676,001,2023-07-13_11h29.23.151,pilot1,2022.2.5,Win32,164.7175095,,,,,,,,,,,,,,,,,,,,25,2,Spanish
