participant,session,date,expName,psychopyVersion,OS,frameRate,exp.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,condition,context,Q_cc,list,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty,explanation_enter.text,age_enter.text,gender_slider.response,lang_enter.text
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,,,,,,,,,,,,,,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,,,,,,,,,,,,,,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,,,,,,,,,,,,,,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,,,,,,,,,,,,,,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,0.296875,0,0,0,0,1,not-at-issue,"I'm so upset! We all know where Sue's boyfriend Tom is every Monday, only Sue doesn't. But lately she seems to be angry with Tom, that bastard.",about where Tom is every Monday,1,1,,,,,,,,,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,,,,,,,,,,,,,,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,not-at-issue,"I'm so upset! We all know where Sue's boyfriend Tom is every Monday, only Sue doesn't. But lately she seems to be angry with Tom, that bastard. Maybe she discovered that he's at Mary's every Monday.",,1,2,0.821614583,0,0,0,0,1,Is the girl certain that Tom is at Mary's every Monday?,,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,,,,,,,,,,,,,,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,,,,,,,,,,,,,I did not expect it to be revealed,,,
043222,001,2023-07-13_11h32.25.128,pilot1,2022.2.5,Win32,59.66231132,,,,,,,,,,,,,,,,,,,,59,1,English
