participant,session,date,expName,psychopyVersion,OS,frameRate,position_prop,about_rate1.response,about_rate2.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item,condition,context,Q_loc,Q_like,list,block,continue_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,continuation,age_enter.text,gender_slider.response,lang_enter.text
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,"[[0,-0.08],[0,-0.25]]",1,0.164735863,0,0,0,0,1,t1,look_ai,Emma said: Mary is looking for Peter. ,about where Peter is,about what Peter likes,1,1,,,,,,,,,,
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,,,,,,,,,t1,look_ai,"Emma said: Mary is looking for Peter. Peter, who likes pizza, is at Susan’s house. ",,,1,2,0.223820685,0,0,0,0,1,"Peter, who likes pizza, is at Susan’s house. ",,,
623231,001,2023-06-30_10h34.41.656,quick_pilot1,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,24,1,English
